,date,country,gold,silver,bronze,total
2715,2016-08-17,Solomon Islands,0,0.0,0.0,0.0
2716,2016-08-18,Solomon Islands,0,0.0,0.0,0.0
2717,2016-08-19,Solomon Islands,0,0.0,0.0,0.0
2718,2016-08-20,Solomon Islands,0,0.0,0.0,0.0
2719,2016-08-21,Solomon Islands,0,0.0,0.0,0.0
2720,2016-08-06,Somalia,0.0,0.0,0.0,0.0
2721,2016-08-07,Somalia,0,0.0,0.0,0.0
2722,2016-08-08,Somalia,0,0.0,0.0,0.0
2723,2016-08-09,Somalia,0,0.0,0.0,0.0
2724,2016-08-10,Somalia,0,0.0,0.0,0.0
2725,2016-08-11,Somalia,0,0.0,0.0,0.0
2726,2016-08-12,Somalia,0,0.0,0.0,0.0
2727,2016-08-13,Somalia,0,0.0,0.0,0.0
2728,2016-08-14,Somalia,0,0.0,0.0,0.0
2729,2016-08-15,Somalia,0,0.0,0.0,0.0
2730,2016-08-16,Somalia,0,0.0,0.0,0.0
2731,2016-08-17,Somalia,0,0.0,0.0,0.0
2732,2016-08-18,Somalia,0,0.0,0.0,0.0
2733,2016-08-19,Somalia,0,0.0,0.0,0.0
2734,2016-08-20,Somalia,0,0.0,0.0,0.0
2735,2016-08-21,Somalia,0,0.0,0.0,0.0
2736,2016-08-06,South Africa,0.0,0.0,0.0,0.0
2737,2016-08-07,South Africa,0,1.0,0.0,1.0
2738,2016-08-08,South Africa,0,2.0,0.0,2.0
2739,2016-08-09,South Africa,0,2.0,0.0,2.0
2740,2016-08-10,South Africa,0,2.0,0.0,2.0
2741,2016-08-11,South Africa,0,3.0,1.0,4.0
2742,2016-08-12,South Africa,0,4.0,1.0,5.0
2743,2016-08-13,South Africa,0,5.0,1.0,6.0
2744,2016-08-14,South Africa,1,5.0,1.0,7.0
2745,2016-08-15,South Africa,1,5.0,1.0,7.0
2746,2016-08-16,South Africa,1,5.0,1.0,7.0
2747,2016-08-17,South Africa,1,5.0,1.0,7.0
2748,2016-08-18,South Africa,1,6.0,2.0,9.0
2749,2016-08-19,South Africa,1,6.0,2.0,9.0
2750,2016-08-20,South Africa,2,6.0,2.0,10.0
2751,2016-08-21,South Africa,2,6.0,2.0,10.0
2752,2016-08-06,South Korea,1.0,1.0,0.0,2.0
2753,2016-08-07,South Korea,2,2.0,1.0,5.0
2754,2016-08-08,South Korea,2,2.0,1.0,5.0
2755,2016-08-09,South Korea,3,2.0,1.0,6.0
2756,2016-08-10,South Korea,4,2.0,3.0,9.0
2757,2016-08-11,South Korea,5,2.0,4.0,11.0
2758,2016-08-12,South Korea,6,3.0,4.0,13.0
2759,2016-08-13,South Korea,6,3.0,4.0,13.0
2760,2016-08-14,South Korea,6,3.0,5.0,14.0
2761,2016-08-15,South Korea,6,3.0,5.0,14.0
2762,2016-08-16,South Korea,6,3.0,5.0,14.0
2763,2016-08-17,South Korea,7,3.0,6.0,16.0
2764,2016-08-18,South Korea,7,3.0,8.0,18.0
2765,2016-08-19,South Korea,8,3.0,8.0,19.0
2766,2016-08-20,South Korea,9,3.0,9.0,21.0
2767,2016-08-21,South Korea,9,3.0,9.0,21.0
2768,2016-08-06,South Sudan,0.0,0.0,0.0,0.0
2769,2016-08-07,South Sudan,0,0.0,0.0,0.0
2770,2016-08-08,South Sudan,0,0.0,0.0,0.0
2771,2016-08-09,South Sudan,0,0.0,0.0,0.0
2772,2016-08-10,South Sudan,0,0.0,0.0,0.0
2773,2016-08-11,South Sudan,0,0.0,0.0,0.0
2774,2016-08-12,South Sudan,0,0.0,0.0,0.0
2775,2016-08-13,South Sudan,0,0.0,0.0,0.0
2776,2016-08-14,South Sudan,0,0.0,0.0,0.0
2777,2016-08-15,South Sudan,0,0.0,0.0,0.0
2778,2016-08-16,South Sudan,0,0.0,0.0,0.0
2779,2016-08-17,South Sudan,0,0.0,0.0,0.0
2780,2016-08-18,South Sudan,0,0.0,0.0,0.0
2781,2016-08-19,South Sudan,0,0.0,0.0,0.0
2782,2016-08-20,South Sudan,0,0.0,0.0,0.0
2783,2016-08-21,South Sudan,0,0.0,0.0,0.0
2784,2016-08-06,Spain,0.0,0.0,0.0,0.0
2785,2016-08-07,Spain,0,0.0,1.0,1.0
2786,2016-08-08,Spain,0,0.0,1.0,1.0
2787,2016-08-09,Spain,0,0.0,1.0,1.0
2788,2016-08-10,Spain,1,0.0,1.0,2.0
2789,2016-08-11,Spain,2,0.0,1.0,3.0
2790,2016-08-12,Spain,3,0.0,2.0,5.0
2791,2016-08-13,Spain,3,0.0,2.0,5.0
2792,2016-08-14,Spain,3,0.0,2.0,5.0
2793,2016-08-15,Spain,3,0.0,2.0,5.0
2794,2016-08-16,Spain,4,1.0,2.0,7.0
2795,2016-08-17,Spain,4,1.0,2.0,7.0
2796,2016-08-18,Spain,5,2.0,3.0,10.0
2797,2016-08-19,Spain,6,2.0,3.0,11.0
2798,2016-08-20,Spain,7,3.0,4.0,14.0
2799,2016-08-21,Spain,7,4.0,6.0,17.0
2800,2016-08-06,Sri Lanka,0.0,0.0,0.0,0.0
2801,2016-08-07,Sri Lanka,0,0.0,0.0,0.0
2802,2016-08-08,Sri Lanka,0,0.0,0.0,0.0
2803,2016-08-09,Sri Lanka,0,0.0,0.0,0.0
2804,2016-08-10,Sri Lanka,0,0.0,0.0,0.0
2805,2016-08-11,Sri Lanka,0,0.0,0.0,0.0
2806,2016-08-12,Sri Lanka,0,0.0,0.0,0.0
2807,2016-08-13,Sri Lanka,0,0.0,0.0,0.0
2808,2016-08-14,Sri Lanka,0,0.0,0.0,0.0
2809,2016-08-15,Sri Lanka,0,0.0,0.0,0.0
2810,2016-08-16,Sri Lanka,0,0.0,0.0,0.0
2811,2016-08-17,Sri Lanka,0,0.0,0.0,0.0
2812,2016-08-18,Sri Lanka,0,0.0,0.0,0.0
2813,2016-08-19,Sri Lanka,0,0.0,0.0,0.0
2814,2016-08-20,Sri Lanka,0,0.0,0.0,0.0
2815,2016-08-21,Sri Lanka,0,0.0,0.0,0.0
2816,2016-08-06,St Vincent and the Grenadines,0.0,0.0,0.0,0.0
2817,2016-08-07,St Vincent and the Grenadines,0,0.0,0.0,0.0
2818,2016-08-08,St Vincent and the Grenadines,0,0.0,0.0,0.0
2819,2016-08-09,St Vincent and the Grenadines,0,0.0,0.0,0.0
2820,2016-08-10,St Vincent and the Grenadines,0,0.0,0.0,0.0
2821,2016-08-11,St Vincent and the Grenadines,0,0.0,0.0,0.0
2822,2016-08-12,St Vincent and the Grenadines,0,0.0,0.0,0.0
2823,2016-08-13,St Vincent and the Grenadines,0,0.0,0.0,0.0
2824,2016-08-14,St Vincent and the Grenadines,0,0.0,0.0,0.0
2825,2016-08-15,St Vincent and the Grenadines,0,0.0,0.0,0.0
2826,2016-08-16,St Vincent and the Grenadines,0,0.0,0.0,0.0
2827,2016-08-17,St Vincent and the Grenadines,0,0.0,0.0,0.0
2828,2016-08-18,St Vincent and the Grenadines,0,0.0,0.0,0.0
2829,2016-08-19,St Vincent and the Grenadines,0,0.0,0.0,0.0
2830,2016-08-20,St Vincent and the Grenadines,0,0.0,0.0,0.0
2831,2016-08-21,St Vincent and the Grenadines,0,0.0,0.0,0.0
2832,2016-08-06,Sudan,0.0,0.0,0.0,0.0
2833,2016-08-07,Sudan,0,0.0,0.0,0.0
2834,2016-08-08,Sudan,0,0.0,0.0,0.0
2835,2016-08-09,Sudan,0,0.0,0.0,0.0
2836,2016-08-10,Sudan,0,0.0,0.0,0.0
2837,2016-08-11,Sudan,0,0.0,0.0,0.0
2838,2016-08-12,Sudan,0,0.0,0.0,0.0
2839,2016-08-13,Sudan,0,0.0,0.0,0.0
2840,2016-08-14,Sudan,0,0.0,0.0,0.0
2841,2016-08-15,Sudan,0,0.0,0.0,0.0
2842,2016-08-16,Sudan,0,0.0,0.0,0.0
2843,2016-08-17,Sudan,0,0.0,0.0,0.0
2844,2016-08-18,Sudan,0,0.0,0.0,0.0
2845,2016-08-19,Sudan,0,0.0,0.0,0.0
2846,2016-08-20,Sudan,0,0.0,0.0,0.0
2847,2016-08-21,Sudan,0,0.0,0.0,0.0
2848,2016-08-06,Suriname,0.0,0.0,0.0,0.0
2849,2016-08-07,Suriname,0,0.0,0.0,0.0
2850,2016-08-08,Suriname,0,0.0,0.0,0.0
2851,2016-08-09,Suriname,0,0.0,0.0,0.0
2852,2016-08-10,Suriname,0,0.0,0.0,0.0
2853,2016-08-11,Suriname,0,0.0,0.0,0.0
2854,2016-08-12,Suriname,0,0.0,0.0,0.0
2855,2016-08-13,Suriname,0,0.0,0.0,0.0
2856,2016-08-14,Suriname,0,0.0,0.0,0.0
2857,2016-08-15,Suriname,0,0.0,0.0,0.0
2858,2016-08-16,Suriname,0,0.0,0.0,0.0
2859,2016-08-17,Suriname,0,0.0,0.0,0.0
2860,2016-08-18,Suriname,0,0.0,0.0,0.0
2861,2016-08-19,Suriname,0,0.0,0.0,0.0
2862,2016-08-20,Suriname,0,0.0,0.0,0.0
2863,2016-08-21,Suriname,0,0.0,0.0,0.0
2864,2016-08-06,Swaziland,0.0,0.0,0.0,0.0
2865,2016-08-07,Swaziland,0,0.0,0.0,0.0
2866,2016-08-08,Swaziland,0,0.0,0.0,0.0
2867,2016-08-09,Swaziland,0,0.0,0.0,0.0
2868,2016-08-10,Swaziland,0,0.0,0.0,0.0
2869,2016-08-11,Swaziland,0,0.0,0.0,0.0
2870,2016-08-12,Swaziland,0,0.0,0.0,0.0
2871,2016-08-13,Swaziland,0,0.0,0.0,0.0
2872,2016-08-14,Swaziland,0,0.0,0.0,0.0
2873,2016-08-15,Swaziland,0,0.0,0.0,0.0
2874,2016-08-16,Swaziland,0,0.0,0.0,0.0
2875,2016-08-17,Swaziland,0,0.0,0.0,0.0
2876,2016-08-18,Swaziland,0,0.0,0.0,0.0
2877,2016-08-19,Swaziland,0,0.0,0.0,0.0
2878,2016-08-20,Swaziland,0,0.0,0.0,0.0
2879,2016-08-21,Swaziland,0,0.0,0.0,0.0
2880,2016-08-06,Sweden,0.0,0.0,0.0,0.0
2881,2016-08-07,Sweden,1,1.0,0.0,2.0
2882,2016-08-08,Sweden,1,1.0,0.0,2.0
2883,2016-08-09,Sweden,1,2.0,0.0,3.0
2884,2016-08-10,Sweden,1,2.0,0.0,3.0
2885,2016-08-11,Sweden,1,2.0,1.0,4.0
2886,2016-08-12,Sweden,1,2.0,1.0,4.0
2887,2016-08-13,Sweden,1,3.0,1.0,5.0
2888,2016-08-14,Sweden,1,4.0,1.0,6.0
2889,2016-08-15,Sweden,1,4.0,1.0,6.0
2890,2016-08-16,Sweden,1,4.0,1.0,6.0
2891,2016-08-17,Sweden,1,4.0,2.0,7.0
2892,2016-08-18,Sweden,1,4.0,3.0,8.0
2893,2016-08-19,Sweden,1,6.0,3.0,10.0
2894,2016-08-20,Sweden,2,6.0,3.0,11.0
2895,2016-08-21,Sweden,2,6.0,3.0,11.0
2896,2016-08-06,Switzerland,0.0,0.0,0.0,0.0
2897,2016-08-07,Switzerland,0,0.0,0.0,0.0
2898,2016-08-08,Switzerland,0,0.0,0.0,0.0
2899,2016-08-09,Switzerland,0,0.0,1.0,1.0
2900,2016-08-10,Switzerland,1,0.0,1.0,2.0
2901,2016-08-11,Switzerland,2,0.0,1.0,3.0
2902,2016-08-12,Switzerland,2,0.0,1.0,3.0
2903,2016-08-13,Switzerland,2,0.0,1.0,3.0
2904,2016-08-14,Switzerland,2,1.0,2.0,5.0
2905,2016-08-15,Switzerland,2,1.0,2.0,5.0
2906,2016-08-16,Switzerland,2,1.0,2.0,5.0
2907,2016-08-17,Switzerland,2,1.0,2.0,5.0
2908,2016-08-18,Switzerland,2,1.0,2.0,5.0
2909,2016-08-19,Switzerland,2,1.0,2.0,5.0
2910,2016-08-20,Switzerland,2,2.0,2.0,6.0
2911,2016-08-21,Switzerland,3,2.0,2.0,7.0
2912,2016-08-06,Syria,0.0,0.0,0.0,0.0
2913,2016-08-07,Syria,0,0.0,0.0,0.0
2914,2016-08-08,Syria,0,0.0,0.0,0.0
2915,2016-08-09,Syria,0,0.0,0.0,0.0
2916,2016-08-10,Syria,0,0.0,0.0,0.0
2917,2016-08-11,Syria,0,0.0,0.0,0.0
2918,2016-08-12,Syria,0,0.0,0.0,0.0
2919,2016-08-13,Syria,0,0.0,0.0,0.0
2920,2016-08-14,Syria,0,0.0,0.0,0.0
2921,2016-08-15,Syria,0,0.0,0.0,0.0
2922,2016-08-16,Syria,0,0.0,0.0,0.0
2923,2016-08-17,Syria,0,0.0,0.0,0.0
2924,2016-08-18,Syria,0,0.0,0.0,0.0
2925,2016-08-19,Syria,0,0.0,0.0,0.0
2926,2016-08-20,Syria,0,0.0,0.0,0.0
2927,2016-08-21,Syria,0,0.0,0.0,0.0
2928,2016-08-06,Tajikistan,0.0,0.0,0.0,0.0
2929,2016-08-07,Tajikistan,0,0.0,0.0,0.0
2930,2016-08-08,Tajikistan,0,0.0,0.0,0.0
2931,2016-08-09,Tajikistan,0,0.0,0.0,0.0
2932,2016-08-10,Tajikistan,0,0.0,0.0,0.0
2933,2016-08-11,Tajikistan,0,0.0,0.0,0.0
2934,2016-08-12,Tajikistan,0,0.0,0.0,0.0
2935,2016-08-13,Tajikistan,0,0.0,0.0,0.0
2936,2016-08-14,Tajikistan,0,0.0,0.0,0.0
2937,2016-08-15,Tajikistan,0,0.0,0.0,0.0
2938,2016-08-16,Tajikistan,0,0.0,0.0,0.0
2939,2016-08-17,Tajikistan,0,0.0,0.0,0.0
2940,2016-08-18,Tajikistan,0,0.0,0.0,0.0
2941,2016-08-19,Tajikistan,1,0.0,0.0,1.0
2942,2016-08-20,Tajikistan,1,0.0,0.0,1.0
2943,2016-08-21,Tajikistan,1,0.0,0.0,1.0
2944,2016-08-06,Tanzania,0.0,0.0,0.0,0.0
2945,2016-08-07,Tanzania,0,0.0,0.0,0.0
2946,2016-08-08,Tanzania,0,0.0,0.0,0.0
2947,2016-08-09,Tanzania,0,0.0,0.0,0.0
2948,2016-08-10,Tanzania,0,0.0,0.0,0.0
2949,2016-08-11,Tanzania,0,0.0,0.0,0.0
2950,2016-08-12,Tanzania,0,0.0,0.0,0.0
2951,2016-08-13,Tanzania,0,0.0,0.0,0.0
2952,2016-08-14,Tanzania,0,0.0,0.0,0.0
2953,2016-08-15,Tanzania,0,0.0,0.0,0.0
2954,2016-08-16,Tanzania,0,0.0,0.0,0.0
2955,2016-08-17,Tanzania,0,0.0,0.0,0.0
2956,2016-08-18,Tanzania,0,0.0,0.0,0.0
2957,2016-08-19,Tanzania,0,0.0,0.0,0.0
2958,2016-08-20,Tanzania,0,0.0,0.0,0.0
2959,2016-08-21,Tanzania,0,0.0,0.0,0.0
2960,2016-08-06,Thailand,1.0,0.0,0.0,1.0
2961,2016-08-07,Thailand,1,0.0,1.0,2.0
2962,2016-08-08,Thailand,2,1.0,1.0,4.0
2963,2016-08-09,Thailand,2,1.0,1.0,4.0
2964,2016-08-10,Thailand,2,1.0,1.0,4.0
2965,2016-08-11,Thailand,2,1.0,1.0,4.0
2966,2016-08-12,Thailand,2,1.0,1.0,4.0
2967,2016-08-13,Thailand,2,1.0,1.0,4.0
2968,2016-08-14,Thailand,2,1.0,1.0,4.0
2969,2016-08-15,Thailand,2,1.0,1.0,4.0
2970,2016-08-16,Thailand,2,1.0,1.0,4.0
2971,2016-08-17,Thailand,2,2.0,2.0,6.0
2972,2016-08-18,Thailand,2,2.0,2.0,6.0
2973,2016-08-19,Thailand,2,2.0,2.0,6.0
2974,2016-08-20,Thailand,2,2.0,2.0,6.0
2975,2016-08-21,Thailand,2,2.0,2.0,6.0
2976,2016-08-06,Timor-Leste,0.0,0.0,0.0,0.0
2977,2016-08-07,Timor-Leste,0,0.0,0.0,0.0
2978,2016-08-08,Timor-Leste,0,0.0,0.0,0.0
2979,2016-08-09,Timor-Leste,0,0.0,0.0,0.0
2980,2016-08-10,Timor-Leste,0,0.0,0.0,0.0
2981,2016-08-11,Timor-Leste,0,0.0,0.0,0.0
2982,2016-08-12,Timor-Leste,0,0.0,0.0,0.0
2983,2016-08-13,Timor-Leste,0,0.0,0.0,0.0
2984,2016-08-14,Timor-Leste,0,0.0,0.0,0.0
2985,2016-08-15,Timor-Leste,0,0.0,0.0,0.0
2986,2016-08-16,Timor-Leste,0,0.0,0.0,0.0
2987,2016-08-17,Timor-Leste,0,0.0,0.0,0.0
2988,2016-08-18,Timor-Leste,0,0.0,0.0,0.0
2989,2016-08-19,Timor-Leste,0,0.0,0.0,0.0
2990,2016-08-20,Timor-Leste,0,0.0,0.0,0.0
2991,2016-08-21,Timor-Leste,0,0.0,0.0,0.0
2992,2016-08-06,Togo,0.0,0.0,0.0,0.0
2993,2016-08-07,Togo,0,0.0,0.0,0.0
2994,2016-08-08,Togo,0,0.0,0.0,0.0
2995,2016-08-09,Togo,0,0.0,0.0,0.0
2996,2016-08-10,Togo,0,0.0,0.0,0.0
2997,2016-08-11,Togo,0,0.0,0.0,0.0
2998,2016-08-12,Togo,0,0.0,0.0,0.0
2999,2016-08-13,Togo,0,0.0,0.0,0.0
3000,2016-08-14,Togo,0,0.0,0.0,0.0
3001,2016-08-15,Togo,0,0.0,0.0,0.0
3002,2016-08-16,Togo,0,0.0,0.0,0.0
3003,2016-08-17,Togo,0,0.0,0.0,0.0
3004,2016-08-18,Togo,0,0.0,0.0,0.0
3005,2016-08-19,Togo,0,0.0,0.0,0.0
3006,2016-08-20,Togo,0,0.0,0.0,0.0
3007,2016-08-21,Togo,0,0.0,0.0,0.0
3008,2016-08-06,Tonga,0.0,0.0,0.0,0.0
3009,2016-08-07,Tonga,0,0.0,0.0,0.0
3010,2016-08-08,Tonga,0,0.0,0.0,0.0
3011,2016-08-09,Tonga,0,0.0,0.0,0.0
3012,2016-08-10,Tonga,0,0.0,0.0,0.0
3013,2016-08-11,Tonga,0,0.0,0.0,0.0
3014,2016-08-12,Tonga,0,0.0,0.0,0.0
3015,2016-08-13,Tonga,0,0.0,0.0,0.0
3016,2016-08-14,Tonga,0,0.0,0.0,0.0
3017,2016-08-15,Tonga,0,0.0,0.0,0.0
3018,2016-08-16,Tonga,0,0.0,0.0,0.0
3019,2016-08-17,Tonga,0,0.0,0.0,0.0
3020,2016-08-18,Tonga,0,0.0,0.0,0.0
3021,2016-08-19,Tonga,0,0.0,0.0,0.0
3022,2016-08-20,Tonga,0,0.0,0.0,0.0
3023,2016-08-21,Tonga,0,0.0,0.0,0.0
3024,2016-08-06,Trinidad and Tobago,0.0,0.0,0.0,0.0
3025,2016-08-07,Trinidad and Tobago,0,0.0,0.0,0.0
3026,2016-08-08,Trinidad and Tobago,0,0.0,0.0,0.0
3027,2016-08-09,Trinidad and Tobago,0,0.0,0.0,0.0
3028,2016-08-10,Trinidad and Tobago,0,0.0,0.0,0.0
3029,2016-08-11,Trinidad and Tobago,0,0.0,0.0,0.0
3030,2016-08-12,Trinidad and Tobago,0,0.0,0.0,0.0
3031,2016-08-13,Trinidad and Tobago,0,0.0,0.0,0.0
3032,2016-08-14,Trinidad and Tobago,0,0.0,0.0,0.0
3033,2016-08-15,Trinidad and Tobago,0,0.0,0.0,0.0
3034,2016-08-16,Trinidad and Tobago,0,0.0,0.0,0.0
3035,2016-08-17,Trinidad and Tobago,0,0.0,0.0,0.0
3036,2016-08-18,Trinidad and Tobago,0,0.0,0.0,0.0
3037,2016-08-19,Trinidad and Tobago,0,0.0,0.0,0.0
3038,2016-08-20,Trinidad and Tobago,0,0.0,1.0,1.0
3039,2016-08-21,Trinidad and Tobago,0,0.0,1.0,1.0
3040,2016-08-06,Tunisia,0.0,0.0,0.0,0.0
3041,2016-08-07,Tunisia,0,0.0,0.0,0.0
3042,2016-08-08,Tunisia,0,0.0,0.0,0.0
3043,2016-08-09,Tunisia,0,0.0,0.0,0.0
3044,2016-08-10,Tunisia,0,0.0,1.0,1.0
3045,2016-08-11,Tunisia,0,0.0,1.0,1.0
3046,2016-08-12,Tunisia,0,0.0,1.0,1.0
3047,2016-08-13,Tunisia,0,0.0,1.0,1.0
3048,2016-08-14,Tunisia,0,0.0,1.0,1.0
3049,2016-08-15,Tunisia,0,0.0,1.0,1.0
3050,2016-08-16,Tunisia,0,0.0,1.0,1.0
3051,2016-08-17,Tunisia,0,0.0,2.0,2.0
3052,2016-08-18,Tunisia,0,0.0,2.0,2.0
3053,2016-08-19,Tunisia,0,0.0,3.0,3.0
3054,2016-08-20,Tunisia,0,0.0,3.0,3.0
3055,2016-08-21,Tunisia,0,0.0,3.0,3.0
3056,2016-08-06,Turkey,0.0,0.0,0.0,0.0
3057,2016-08-07,Turkey,0,0.0,0.0,0.0
3058,2016-08-08,Turkey,0,0.0,0.0,0.0
3059,2016-08-09,Turkey,0,1.0,0.0,1.0
3060,2016-08-10,Turkey,0,1.0,0.0,1.0
3061,2016-08-11,Turkey,0,1.0,0.0,1.0
3062,2016-08-12,Turkey,0,1.0,0.0,1.0
3063,2016-08-13,Turkey,0,1.0,0.0,1.0
3064,2016-08-14,Turkey,0,1.0,0.0,1.0
3065,2016-08-15,Turkey,0,2.0,0.0,2.0
3066,2016-08-16,Turkey,0,2.0,1.0,3.0
3067,2016-08-17,Turkey,0,2.0,1.0,3.0
3068,2016-08-18,Turkey,0,2.0,2.0,4.0
3069,2016-08-19,Turkey,0,2.0,4.0,6.0
3070,2016-08-20,Turkey,1,3.0,4.0,8.0
3071,2016-08-21,Turkey,1,3.0,4.0,8.0
3072,2016-08-06,Turkmenistan,0.0,0.0,0.0,0.0
3073,2016-08-07,Turkmenistan,0,0.0,0.0,0.0
3074,2016-08-08,Turkmenistan,0,0.0,0.0,0.0
3075,2016-08-09,Turkmenistan,0,0.0,0.0,0.0
3076,2016-08-10,Turkmenistan,0,0.0,0.0,0.0
3077,2016-08-11,Turkmenistan,0,0.0,0.0,0.0
3078,2016-08-12,Turkmenistan,0,0.0,0.0,0.0
3079,2016-08-13,Turkmenistan,0,0.0,0.0,0.0
3080,2016-08-14,Turkmenistan,0,0.0,0.0,0.0
3081,2016-08-15,Turkmenistan,0,0.0,0.0,0.0
3082,2016-08-16,Turkmenistan,0,0.0,0.0,0.0
3083,2016-08-17,Turkmenistan,0,0.0,0.0,0.0
3084,2016-08-18,Turkmenistan,0,0.0,0.0,0.0
3085,2016-08-19,Turkmenistan,0,0.0,0.0,0.0
3086,2016-08-20,Turkmenistan,0,0.0,0.0,0.0
3087,2016-08-21,Turkmenistan,0,0.0,0.0,0.0
3088,2016-08-06,Tuvalu,0.0,0.0,0.0,0.0
3089,2016-08-07,Tuvalu,0,0.0,0.0,0.0
3090,2016-08-08,Tuvalu,0,0.0,0.0,0.0
3091,2016-08-09,Tuvalu,0,0.0,0.0,0.0
3092,2016-08-10,Tuvalu,0,0.0,0.0,0.0
3093,2016-08-11,Tuvalu,0,0.0,0.0,0.0
3094,2016-08-12,Tuvalu,0,0.0,0.0,0.0
3095,2016-08-13,Tuvalu,0,0.0,0.0,0.0
3096,2016-08-14,Tuvalu,0,0.0,0.0,0.0
3097,2016-08-15,Tuvalu,0,0.0,0.0,0.0
3098,2016-08-16,Tuvalu,0,0.0,0.0,0.0
3099,2016-08-17,Tuvalu,0,0.0,0.0,0.0
3100,2016-08-18,Tuvalu,0,0.0,0.0,0.0
3101,2016-08-19,Tuvalu,0,0.0,0.0,0.0
3102,2016-08-20,Tuvalu,0,0.0,0.0,0.0
3103,2016-08-21,Tuvalu,0,0.0,0.0,0.0
3104,2016-08-06,US Virgin Islands,0.0,0.0,0.0,0.0
3105,2016-08-07,US Virgin Islands,0,0.0,0.0,0.0
3106,2016-08-08,US Virgin Islands,0,0.0,0.0,0.0
3107,2016-08-09,US Virgin Islands,0,0.0,0.0,0.0
3108,2016-08-10,US Virgin Islands,0,0.0,0.0,0.0
3109,2016-08-11,US Virgin Islands,0,0.0,0.0,0.0
3110,2016-08-12,US Virgin Islands,0,0.0,0.0,0.0
3111,2016-08-13,US Virgin Islands,0,0.0,0.0,0.0
3112,2016-08-14,US Virgin Islands,0,0.0,0.0,0.0
3113,2016-08-15,US Virgin Islands,0,0.0,0.0,0.0
3114,2016-08-16,US Virgin Islands,0,0.0,0.0,0.0
3115,2016-08-17,US Virgin Islands,0,0.0,0.0,0.0
3116,2016-08-18,US Virgin Islands,0,0.0,0.0,0.0
3117,2016-08-19,US Virgin Islands,0,0.0,0.0,0.0
3118,2016-08-20,US Virgin Islands,0,0.0,0.0,0.0
3119,2016-08-21,US Virgin Islands,0,0.0,0.0,0.0
3120,2016-08-06,Uganda,0.0,0.0,0.0,0.0
3121,2016-08-07,Uganda,0,0.0,0.0,0.0
3122,2016-08-08,Uganda,0,0.0,0.0,0.0
3123,2016-08-09,Uganda,0,0.0,0.0,0.0
3124,2016-08-10,Uganda,0,0.0,0.0,0.0
3125,2016-08-11,Uganda,0,0.0,0.0,0.0
3126,2016-08-12,Uganda,0,0.0,0.0,0.0
3127,2016-08-13,Uganda,0,0.0,0.0,0.0
3128,2016-08-14,Uganda,0,0.0,0.0,0.0
3129,2016-08-15,Uganda,0,0.0,0.0,0.0
3130,2016-08-16,Uganda,0,0.0,0.0,0.0
3131,2016-08-17,Uganda,0,0.0,0.0,0.0
3132,2016-08-18,Uganda,0,0.0,0.0,0.0
3133,2016-08-19,Uganda,0,0.0,0.0,0.0
3134,2016-08-20,Uganda,0,0.0,0.0,0.0
3135,2016-08-21,Uganda,0,0.0,0.0,0.0
3136,2016-08-06,Ukraine,0.0,0.0,0.0,0.0
3137,2016-08-07,Ukraine,0,0.0,0.0,0.0
3138,2016-08-08,Ukraine,0,1.0,1.0,2.0
3139,2016-08-09,Ukraine,0,1.0,1.0,2.0
3140,2016-08-10,Ukraine,0,2.0,1.0,3.0
3141,2016-08-11,Ukraine,0,2.0,1.0,3.0
3142,2016-08-12,Ukraine,0,2.0,1.0,3.0
3143,2016-08-13,Ukraine,0,3.0,1.0,4.0
3144,2016-08-14,Ukraine,0,3.0,1.0,4.0
3145,2016-08-15,Ukraine,0,4.0,1.0,5.0
3146,2016-08-16,Ukraine,1,4.0,2.0,7.0
3147,2016-08-17,Ukraine,1,4.0,2.0,7.0
3148,2016-08-18,Ukraine,2,4.0,2.0,8.0
3149,2016-08-19,Ukraine,2,4.0,2.0,8.0
3150,2016-08-20,Ukraine,2,5.0,4.0,11.0
3151,2016-08-21,Ukraine,2,5.0,4.0,11.0
3152,2016-08-06,United Arab Emirates,0.0,0.0,0.0,0.0
3153,2016-08-07,United Arab Emirates,0,0.0,0.0,0.0
3154,2016-08-08,United Arab Emirates,0,0.0,0.0,0.0
3155,2016-08-09,United Arab Emirates,0,0.0,1.0,1.0
3156,2016-08-10,United Arab Emirates,0,0.0,1.0,1.0
3157,2016-08-11,United Arab Emirates,0,0.0,1.0,1.0
3158,2016-08-12,United Arab Emirates,0,0.0,1.0,1.0
3159,2016-08-13,United Arab Emirates,0,0.0,1.0,1.0
3160,2016-08-14,United Arab Emirates,0,0.0,1.0,1.0
3161,2016-08-15,United Arab Emirates,0,0.0,1.0,1.0
3162,2016-08-16,United Arab Emirates,0,0.0,1.0,1.0
3163,2016-08-17,United Arab Emirates,0,0.0,1.0,1.0
3164,2016-08-18,United Arab Emirates,0,0.0,1.0,1.0
3165,2016-08-19,United Arab Emirates,0,0.0,1.0,1.0
3166,2016-08-20,United Arab Emirates,0,0.0,1.0,1.0
3167,2016-08-21,United Arab Emirates,0,0.0,1.0,1.0
3168,2016-08-06,United States,1.0,1.0,0.0,2.0
3169,2016-08-07,United States,3,5.0,4.0,12.0
3170,2016-08-08,United States,5,7.0,7.0,19.0
3171,2016-08-09,United States,8,8.0,8.0,24.0
3172,2016-08-10,United States,10,11.0,10.0,31.0
3173,2016-08-11,United States,16,12.0,10.0,38.0
