,date,country,gold,silver,bronze,total
0,2016-08-06,Afghanistan,0.0,0.0,0.0,0.0
1,2016-08-07,Afghanistan,0,0.0,0.0,0.0
2,2016-08-08,Afghanistan,0,0.0,0.0,0.0
3,2016-08-09,Afghanistan,0,0.0,0.0,0.0
4,2016-08-10,Afghanistan,0,0.0,0.0,0.0
5,2016-08-11,Afghanistan,0,0.0,0.0,0.0
6,2016-08-12,Afghanistan,0,0.0,0.0,0.0
7,2016-08-13,Afghanistan,0,0.0,0.0,0.0
8,2016-08-14,Afghanistan,0,0.0,0.0,0.0
9,2016-08-15,Afghanistan,0,0.0,0.0,0.0
10,2016-08-16,Afghanistan,0,0.0,0.0,0.0
11,2016-08-17,Afghanistan,0,0.0,0.0,0.0
12,2016-08-18,Afghanistan,0,0.0,0.0,0.0
13,2016-08-19,Afghanistan,0,0.0,0.0,0.0
14,2016-08-20,Afghanistan,0,0.0,0.0,0.0
15,2016-08-21,Afghanistan,0,0.0,0.0,0.0
16,2016-08-06,Albania,0.0,0.0,0.0,0.0
17,2016-08-07,Albania,0,0.0,0.0,0.0
18,2016-08-08,Albania,0,0.0,0.0,0.0
19,2016-08-09,Albania,0,0.0,0.0,0.0
20,2016-08-10,Albania,0,0.0,0.0,0.0
21,2016-08-11,Albania,0,0.0,0.0,0.0
22,2016-08-12,Albania,0,0.0,0.0,0.0
23,2016-08-13,Albania,0,0.0,0.0,0.0
24,2016-08-14,Albania,0,0.0,0.0,0.0
25,2016-08-15,Albania,0,0.0,0.0,0.0
26,2016-08-16,Albania,0,0.0,0.0,0.0
27,2016-08-17,Albania,0,0.0,0.0,0.0
28,2016-08-18,Albania,0,0.0,0.0,0.0
29,2016-08-19,Albania,0,0.0,0.0,0.0
30,2016-08-20,Albania,0,0.0,0.0,0.0
31,2016-08-21,Albania,0,0.0,0.0,0.0
32,2016-08-06,Algeria,0.0,0.0,0.0,0.0
33,2016-08-07,Algeria,0,0.0,0.0,0.0
34,2016-08-08,Algeria,0,0.0,0.0,0.0
35,2016-08-09,Algeria,0,0.0,0.0,0.0
36,2016-08-10,Algeria,0,0.0,0.0,0.0
37,2016-08-11,Algeria,0,0.0,0.0,0.0
38,2016-08-12,Algeria,0,0.0,0.0,0.0
39,2016-08-13,Algeria,0,0.0,0.0,0.0
40,2016-08-14,Algeria,0,0.0,0.0,0.0
41,2016-08-15,Algeria,0,1.0,0.0,1.0
42,2016-08-16,Algeria,0,1.0,0.0,1.0
43,2016-08-17,Algeria,0,1.0,0.0,1.0
44,2016-08-18,Algeria,0,1.0,0.0,1.0
45,2016-08-19,Algeria,0,1.0,0.0,1.0
46,2016-08-20,Algeria,0,2.0,0.0,2.0
47,2016-08-21,Algeria,0,2.0,0.0,2.0
48,2016-08-06,American Samoa,0.0,0.0,0.0,0.0
49,2016-08-07,American Samoa,0,0.0,0.0,0.0
50,2016-08-08,American Samoa,0,0.0,0.0,0.0
51,2016-08-09,American Samoa,0,0.0,0.0,0.0
52,2016-08-10,American Samoa,0,0.0,0.0,0.0
53,2016-08-11,American Samoa,0,0.0,0.0,0.0
54,2016-08-12,American Samoa,0,0.0,0.0,0.0
55,2016-08-13,American Samoa,0,0.0,0.0,0.0
56,2016-08-14,American Samoa,0,0.0,0.0,0.0
57,2016-08-15,American Samoa,0,0.0,0.0,0.0
58,2016-08-16,American Samoa,0,0.0,0.0,0.0
59,2016-08-17,American Samoa,0,0.0,0.0,0.0
60,2016-08-18,American Samoa,0,0.0,0.0,0.0
61,2016-08-19,American Samoa,0,0.0,0.0,0.0
62,2016-08-20,American Samoa,0,0.0,0.0,0.0
63,2016-08-21,American Samoa,0,0.0,0.0,0.0
64,2016-08-06,Andorra,0.0,0.0,0.0,0.0
65,2016-08-07,Andorra,0,0.0,0.0,0.0
66,2016-08-08,Andorra,0,0.0,0.0,0.0
67,2016-08-09,Andorra,0,0.0,0.0,0.0
68,2016-08-10,Andorra,0,0.0,0.0,0.0
69,2016-08-11,Andorra,0,0.0,0.0,0.0
70,2016-08-12,Andorra,0,0.0,0.0,0.0
71,2016-08-13,Andorra,0,0.0,0.0,0.0
72,2016-08-14,Andorra,0,0.0,0.0,0.0
73,2016-08-15,Andorra,0,0.0,0.0,0.0
74,2016-08-16,Andorra,0,0.0,0.0,0.0
75,2016-08-17,Andorra,0,0.0,0.0,0.0
76,2016-08-18,Andorra,0,0.0,0.0,0.0
77,2016-08-19,Andorra,0,0.0,0.0,0.0
78,2016-08-20,Andorra,0,0.0,0.0,0.0
79,2016-08-21,Andorra,0,0.0,0.0,0.0
80,2016-08-06,Angola,0.0,0.0,0.0,0.0
81,2016-08-07,Angola,0,0.0,0.0,0.0
82,2016-08-08,Angola,0,0.0,0.0,0.0
83,2016-08-09,Angola,0,0.0,0.0,0.0
84,2016-08-10,Angola,0,0.0,0.0,0.0
85,2016-08-11,Angola,0,0.0,0.0,0.0
86,2016-08-12,Angola,0,0.0,0.0,0.0
87,2016-08-13,Angola,0,0.0,0.0,0.0
88,2016-08-14,Angola,0,0.0,0.0,0.0
89,2016-08-15,Angola,0,0.0,0.0,0.0
90,2016-08-16,Angola,0,0.0,0.0,0.0
91,2016-08-17,Angola,0,0.0,0.0,0.0
92,2016-08-18,Angola,0,0.0,0.0,0.0
93,2016-08-19,Angola,0,0.0,0.0,0.0
94,2016-08-20,Angola,0,0.0,0.0,0.0
95,2016-08-21,Angola,0,0.0,0.0,0.0
96,2016-08-06,Antigua and Barbuda,0.0,0.0,0.0,0.0
97,2016-08-07,Antigua and Barbuda,0,0.0,0.0,0.0
98,2016-08-08,Antigua and Barbuda,0,0.0,0.0,0.0
99,2016-08-09,Antigua and Barbuda,0,0.0,0.0,0.0
100,2016-08-10,Antigua and Barbuda,0,0.0,0.0,0.0
101,2016-08-11,Antigua and Barbuda,0,0.0,0.0,0.0
102,2016-08-12,Antigua and Barbuda,0,0.0,0.0,0.0
103,2016-08-13,Antigua and Barbuda,0,0.0,0.0,0.0
104,2016-08-14,Antigua and Barbuda,0,0.0,0.0,0.0
105,2016-08-15,Antigua and Barbuda,0,0.0,0.0,0.0
106,2016-08-16,Antigua and Barbuda,0,0.0,0.0,0.0
107,2016-08-17,Antigua and Barbuda,0,0.0,0.0,0.0
108,2016-08-18,Antigua and Barbuda,0,0.0,0.0,0.0
109,2016-08-19,Antigua and Barbuda,0,0.0,0.0,0.0
110,2016-08-20,Antigua and Barbuda,0,0.0,0.0,0.0
111,2016-08-21,Antigua and Barbuda,0,0.0,0.0,0.0
112,2016-08-06,Argentina,1.0,0.0,0.0,1.0
113,2016-08-07,Argentina,1,0.0,0.0,1.0
114,2016-08-08,Argentina,1,0.0,0.0,1.0
115,2016-08-09,Argentina,1,0.0,0.0,1.0
116,2016-08-10,Argentina,1,0.0,0.0,1.0
117,2016-08-11,Argentina,1,0.0,0.0,1.0
118,2016-08-12,Argentina,1,0.0,0.0,1.0
119,2016-08-13,Argentina,1,0.0,0.0,1.0
120,2016-08-14,Argentina,1,1.0,0.0,2.0
121,2016-08-15,Argentina,1,1.0,0.0,2.0
122,2016-08-16,Argentina,2,1.0,0.0,3.0
123,2016-08-17,Argentina,2,1.0,0.0,3.0
124,2016-08-18,Argentina,3,1.0,0.0,4.0
125,2016-08-19,Argentina,3,1.0,0.0,4.0
126,2016-08-20,Argentina,3,1.0,0.0,4.0
127,2016-08-21,Argentina,3,1.0,0.0,4.0
128,2016-08-06,Armenia,0.0,0.0,0.0,0.0
129,2016-08-07,Armenia,0,0.0,0.0,0.0
130,2016-08-08,Armenia,0,0.0,0.0,0.0
131,2016-08-09,Armenia,0,0.0,0.0,0.0
132,2016-08-10,Armenia,0,0.0,0.0,0.0
133,2016-08-11,Armenia,0,0.0,0.0,0.0
134,2016-08-12,Armenia,0,0.0,0.0,0.0
135,2016-08-13,Armenia,0,0.0,0.0,0.0
136,2016-08-14,Armenia,0,0.0,0.0,0.0
137,2016-08-15,Armenia,0,1.0,0.0,1.0
138,2016-08-16,Armenia,1,3.0,0.0,4.0
139,2016-08-17,Armenia,1,3.0,0.0,4.0
140,2016-08-18,Armenia,1,3.0,0.0,4.0
141,2016-08-19,Armenia,1,3.0,0.0,4.0
142,2016-08-20,Armenia,1,3.0,0.0,4.0
143,2016-08-21,Armenia,1,3.0,0.0,4.0
144,2016-08-06,Aruba,0.0,0.0,0.0,0.0
145,2016-08-07,Aruba,0,0.0,0.0,0.0
146,2016-08-08,Aruba,0,0.0,0.0,0.0
147,2016-08-09,Aruba,0,0.0,0.0,0.0
148,2016-08-10,Aruba,0,0.0,0.0,0.0
149,2016-08-11,Aruba,0,0.0,0.0,0.0
150,2016-08-12,Aruba,0,0.0,0.0,0.0
151,2016-08-13,Aruba,0,0.0,0.0,0.0
152,2016-08-14,Aruba,0,0.0,0.0,0.0
153,2016-08-15,Aruba,0,0.0,0.0,0.0
154,2016-08-16,Aruba,0,0.0,0.0,0.0
155,2016-08-17,Aruba,0,0.0,0.0,0.0
156,2016-08-18,Aruba,0,0.0,0.0,0.0
157,2016-08-19,Aruba,0,0.0,0.0,0.0
158,2016-08-20,Aruba,0,0.0,0.0,0.0
159,2016-08-21,Aruba,0,0.0,0.0,0.0
160,2016-08-06,Australia,0.0,0.0,1.0,1.0
161,2016-08-07,Australia,3,0.0,3.0,6.0
162,2016-08-08,Australia,4,0.0,3.0,7.0
163,2016-08-09,Australia,4,0.0,5.0,9.0
164,2016-08-10,Australia,5,1.0,5.0,11.0
165,2016-08-11,Australia,5,4.0,6.0,15.0
166,2016-08-12,Australia,5,6.0,7.0,18.0
167,2016-08-13,Australia,6,7.0,8.0,21.0
168,2016-08-14,Australia,6,7.0,9.0,22.0
169,2016-08-15,Australia,6,7.0,9.0,22.0
170,2016-08-16,Australia,7,8.0,9.0,24.0
171,2016-08-17,Australia,7,8.0,9.0,24.0
172,2016-08-18,Australia,7,10.0,10.0,27.0
173,2016-08-19,Australia,8,11.0,10.0,29.0
174,2016-08-20,Australia,8,11.0,10.0,29.0
175,2016-08-21,Australia,8,11.0,10.0,29.0
176,2016-08-06,Austria,0.0,0.0,0.0,0.0
177,2016-08-07,Austria,0,0.0,0.0,0.0
178,2016-08-08,Austria,0,0.0,0.0,0.0
179,2016-08-09,Austria,0,0.0,0.0,0.0
180,2016-08-10,Austria,0,0.0,0.0,0.0
181,2016-08-11,Austria,0,0.0,0.0,0.0
182,2016-08-12,Austria,0,0.0,0.0,0.0
183,2016-08-13,Austria,0,0.0,0.0,0.0
184,2016-08-14,Austria,0,0.0,0.0,0.0
185,2016-08-15,Austria,0,0.0,0.0,0.0
186,2016-08-16,Austria,0,0.0,1.0,1.0
187,2016-08-17,Austria,0,0.0,1.0,1.0
188,2016-08-18,Austria,0,0.0,1.0,1.0
189,2016-08-19,Austria,0,0.0,1.0,1.0
190,2016-08-20,Austria,0,0.0,1.0,1.0
191,2016-08-21,Austria,0,0.0,1.0,1.0
192,2016-08-06,Azerbaijan,0.0,0.0,0.0,0.0
193,2016-08-07,Azerbaijan,0,0.0,0.0,0.0
194,2016-08-08,Azerbaijan,0,1.0,0.0,1.0
195,2016-08-09,Azerbaijan,0,1.0,0.0,1.0
196,2016-08-10,Azerbaijan,0,1.0,0.0,1.0
197,2016-08-11,Azerbaijan,0,2.0,0.0,2.0
198,2016-08-12,Azerbaijan,0,2.0,0.0,2.0
199,2016-08-13,Azerbaijan,0,2.0,0.0,2.0
200,2016-08-14,Azerbaijan,0,2.0,0.0,2.0
201,2016-08-15,Azerbaijan,0,2.0,1.0,3.0
202,2016-08-16,Azerbaijan,0,2.0,3.0,5.0
203,2016-08-17,Azerbaijan,0,3.0,4.0,7.0
204,2016-08-18,Azerbaijan,0,4.0,6.0,10.0
205,2016-08-19,Azerbaijan,0,4.0,9.0,13.0
206,2016-08-20,Azerbaijan,1,4.0,10.0,15.0
207,2016-08-21,Azerbaijan,1,7.0,10.0,18.0
208,2016-08-06,Bahamas,0.0,0.0,0.0,0.0
209,2016-08-07,Bahamas,0,0.0,0.0,0.0
210,2016-08-08,Bahamas,0,0.0,0.0,0.0
211,2016-08-09,Bahamas,0,0.0,0.0,0.0
212,2016-08-10,Bahamas,0,0.0,0.0,0.0
213,2016-08-11,Bahamas,0,0.0,0.0,0.0
214,2016-08-12,Bahamas,0,0.0,0.0,0.0
215,2016-08-13,Bahamas,0,0.0,0.0,0.0
216,2016-08-14,Bahamas,0,0.0,0.0,0.0
217,2016-08-15,Bahamas,1,0.0,0.0,1.0
218,2016-08-16,Bahamas,1,0.0,0.0,1.0
219,2016-08-17,Bahamas,1,0.0,0.0,1.0
220,2016-08-18,Bahamas,1,0.0,0.0,1.0
221,2016-08-19,Bahamas,1,0.0,0.0,1.0
222,2016-08-20,Bahamas,1,0.0,1.0,2.0
223,2016-08-21,Bahamas,1,0.0,1.0,2.0
224,2016-08-06,Bahrain,0.0,0.0,0.0,0.0
225,2016-08-07,Bahrain,0,0.0,0.0,0.0
226,2016-08-08,Bahrain,0,0.0,0.0,0.0
227,2016-08-09,Bahrain,0,0.0,0.0,0.0
228,2016-08-10,Bahrain,0,0.0,0.0,0.0
229,2016-08-11,Bahrain,0,0.0,0.0,0.0
230,2016-08-12,Bahrain,0,0.0,0.0,0.0
231,2016-08-13,Bahrain,0,0.0,0.0,0.0
232,2016-08-14,Bahrain,0,1.0,0.0,1.0
233,2016-08-15,Bahrain,1,1.0,0.0,2.0
234,2016-08-16,Bahrain,1,1.0,0.0,2.0
235,2016-08-17,Bahrain,1,1.0,0.0,2.0
236,2016-08-18,Bahrain,1,1.0,0.0,2.0
237,2016-08-19,Bahrain,1,1.0,0.0,2.0
238,2016-08-20,Bahrain,1,1.0,0.0,2.0
239,2016-08-21,Bahrain,1,1.0,0.0,2.0
240,2016-08-06,Bangladesh,0.0,0.0,0.0,0.0
241,2016-08-07,Bangladesh,0,0.0,0.0,0.0
242,2016-08-08,Bangladesh,0,0.0,0.0,0.0
243,2016-08-09,Bangladesh,0,0.0,0.0,0.0
244,2016-08-10,Bangladesh,0,0.0,0.0,0.0
245,2016-08-11,Bangladesh,0,0.0,0.0,0.0
246,2016-08-12,Bangladesh,0,0.0,0.0,0.0
247,2016-08-13,Bangladesh,0,0.0,0.0,0.0
248,2016-08-14,Bangladesh,0,0.0,0.0,0.0
249,2016-08-15,Bangladesh,0,0.0,0.0,0.0
250,2016-08-16,Bangladesh,0,0.0,0.0,0.0
251,2016-08-17,Bangladesh,0,0.0,0.0,0.0
252,2016-08-18,Bangladesh,0,0.0,0.0,0.0
253,2016-08-19,Bangladesh,0,0.0,0.0,0.0
254,2016-08-20,Bangladesh,0,0.0,0.0,0.0
255,2016-08-21,Bangladesh,0,0.0,0.0,0.0
256,2016-08-06,Barbados,0.0,0.0,0.0,0.0
257,2016-08-07,Barbados,0,0.0,0.0,0.0
258,2016-08-08,Barbados,0,0.0,0.0,0.0
259,2016-08-09,Barbados,0,0.0,0.0,0.0
260,2016-08-10,Barbados,0,0.0,0.0,0.0
261,2016-08-11,Barbados,0,0.0,0.0,0.0
262,2016-08-12,Barbados,0,0.0,0.0,0.0
263,2016-08-13,Barbados,0,0.0,0.0,0.0
264,2016-08-14,Barbados,0,0.0,0.0,0.0
265,2016-08-15,Barbados,0,0.0,0.0,0.0
266,2016-08-16,Barbados,0,0.0,0.0,0.0
267,2016-08-17,Barbados,0,0.0,0.0,0.0
268,2016-08-18,Barbados,0,0.0,0.0,0.0
269,2016-08-19,Barbados,0,0.0,0.0,0.0
270,2016-08-20,Barbados,0,0.0,0.0,0.0
271,2016-08-21,Barbados,0,0.0,0.0,0.0
272,2016-08-06,Belarus,0.0,0.0,0.0,0.0
273,2016-08-07,Belarus,0,0.0,0.0,0.0
274,2016-08-08,Belarus,0,0.0,0.0,0.0
275,2016-08-09,Belarus,0,0.0,0.0,0.0
276,2016-08-10,Belarus,0,0.0,0.0,0.0
277,2016-08-11,Belarus,0,0.0,0.0,0.0
278,2016-08-12,Belarus,0,1.0,0.0,1.0
279,2016-08-13,Belarus,1,2.0,1.0,4.0
280,2016-08-14,Belarus,1,2.0,1.0,4.0
281,2016-08-15,Belarus,1,2.0,2.0,5.0
282,2016-08-16,Belarus,1,2.0,2.0,5.0
283,2016-08-17,Belarus,1,2.0,2.0,5.0
284,2016-08-18,Belarus,1,3.0,2.0,6.0
285,2016-08-19,Belarus,1,4.0,2.0,7.0
286,2016-08-20,Belarus,1,4.0,4.0,9.0
287,2016-08-21,Belarus,1,4.0,4.0,9.0
288,2016-08-06,Belgium,1.0,0.0,0.0,1.0
289,2016-08-07,Belgium,1,0.0,0.0,1.0
290,2016-08-08,Belgium,1,0.0,1.0,2.0
291,2016-08-09,Belgium,1,0.0,1.0,2.0
292,2016-08-10,Belgium,1,1.0,1.0,3.0
293,2016-08-11,Belgium,1,1.0,1.0,3.0
294,2016-08-12,Belgium,1,1.0,1.0,3.0
295,2016-08-13,Belgium,1,1.0,1.0,3.0
296,2016-08-14,Belgium,2,1.0,1.0,4.0
297,2016-08-15,Belgium,2,1.0,1.0,4.0
298,2016-08-16,Belgium,2,1.0,2.0,5.0
299,2016-08-17,Belgium,2,1.0,2.0,5.0
300,2016-08-18,Belgium,2,2.0,2.0,6.0
301,2016-08-19,Belgium,2,2.0,2.0,6.0
302,2016-08-20,Belgium,2,2.0,2.0,6.0
303,2016-08-21,Belgium,2,2.0,2.0,6.0
304,2016-08-06,Belize,0.0,0.0,0.0,0.0
305,2016-08-07,Belize,0,0.0,0.0,0.0
306,2016-08-08,Belize,0,0.0,0.0,0.0
307,2016-08-09,Belize,0,0.0,0.0,0.0
308,2016-08-10,Belize,0,0.0,0.0,0.0
309,2016-08-11,Belize,0,0.0,0.0,0.0
310,2016-08-12,Belize,0,0.0,0.0,0.0
311,2016-08-13,Belize,0,0.0,0.0,0.0
312,2016-08-14,Belize,0,0.0,0.0,0.0
313,2016-08-15,Belize,0,0.0,0.0,0.0
314,2016-08-16,Belize,0,0.0,0.0,0.0
315,2016-08-17,Belize,0,0.0,0.0,0.0
316,2016-08-18,Belize,0,0.0,0.0,0.0
317,2016-08-19,Belize,0,0.0,0.0,0.0
318,2016-08-20,Belize,0,0.0,0.0,0.0
319,2016-08-21,Belize,0,0.0,0.0,0.0
320,2016-08-06,Benin,0.0,0.0,0.0,0.0
321,2016-08-07,Benin,0,0.0,0.0,0.0
322,2016-08-08,Benin,0,0.0,0.0,0.0
323,2016-08-09,Benin,0,0.0,0.0,0.0
324,2016-08-10,Benin,0,0.0,0.0,0.0
325,2016-08-11,Benin,0,0.0,0.0,0.0
326,2016-08-12,Benin,0,0.0,0.0,0.0
327,2016-08-13,Benin,0,0.0,0.0,0.0
328,2016-08-14,Benin,0,0.0,0.0,0.0
329,2016-08-15,Benin,0,0.0,0.0,0.0
330,2016-08-16,Benin,0,0.0,0.0,0.0
331,2016-08-17,Benin,0,0.0,0.0,0.0
332,2016-08-18,Benin,0,0.0,0.0,0.0
333,2016-08-19,Benin,0,0.0,0.0,0.0
334,2016-08-20,Benin,0,0.0,0.0,0.0
335,2016-08-21,Benin,0,0.0,0.0,0.0
336,2016-08-06,Bermuda,0.0,0.0,0.0,0.0
337,2016-08-07,Bermuda,0,0.0,0.0,0.0
338,2016-08-08,Bermuda,0,0.0,0.0,0.0
339,2016-08-09,Bermuda,0,0.0,0.0,0.0
340,2016-08-10,Bermuda,0,0.0,0.0,0.0
341,2016-08-11,Bermuda,0,0.0,0.0,0.0
342,2016-08-12,Bermuda,0,0.0,0.0,0.0
343,2016-08-13,Bermuda,0,0.0,0.0,0.0
344,2016-08-14,Bermuda,0,0.0,0.0,0.0
345,2016-08-15,Bermuda,0,0.0,0.0,0.0
346,2016-08-16,Bermuda,0,0.0,0.0,0.0
347,2016-08-17,Bermuda,0,0.0,0.0,0.0
348,2016-08-18,Bermuda,0,0.0,0.0,0.0
349,2016-08-19,Bermuda,0,0.0,0.0,0.0
350,2016-08-20,Bermuda,0,0.0,0.0,0.0
351,2016-08-21,Bermuda,0,0.0,0.0,0.0
352,2016-08-06,Bhutan,0.0,0.0,0.0,0.0
353,2016-08-07,Bhutan,0,0.0,0.0,0.0
354,2016-08-08,Bhutan,0,0.0,0.0,0.0
355,2016-08-09,Bhutan,0,0.0,0.0,0.0
356,2016-08-10,Bhutan,0,0.0,0.0,0.0
357,2016-08-11,Bhutan,0,0.0,0.0,0.0
358,2016-08-12,Bhutan,0,0.0,0.0,0.0
359,2016-08-13,Bhutan,0,0.0,0.0,0.0
360,2016-08-14,Bhutan,0,0.0,0.0,0.0
361,2016-08-15,Bhutan,0,0.0,0.0,0.0
362,2016-08-16,Bhutan,0,0.0,0.0,0.0
363,2016-08-17,Bhutan,0,0.0,0.0,0.0
364,2016-08-18,Bhutan,0,0.0,0.0,0.0
365,2016-08-19,Bhutan,0,0.0,0.0,0.0
366,2016-08-20,Bhutan,0,0.0,0.0,0.0
367,2016-08-21,Bhutan,0,0.0,0.0,0.0
368,2016-08-06,Bolivia,0.0,0.0,0.0,0.0
369,2016-08-07,Bolivia,0,0.0,0.0,0.0
370,2016-08-08,Bolivia,0,0.0,0.0,0.0
371,2016-08-09,Bolivia,0,0.0,0.0,0.0
372,2016-08-10,Bolivia,0,0.0,0.0,0.0
373,2016-08-11,Bolivia,0,0.0,0.0,0.0
374,2016-08-12,Bolivia,0,0.0,0.0,0.0
375,2016-08-13,Bolivia,0,0.0,0.0,0.0
376,2016-08-14,Bolivia,0,0.0,0.0,0.0
377,2016-08-15,Bolivia,0,0.0,0.0,0.0
378,2016-08-16,Bolivia,0,0.0,0.0,0.0
379,2016-08-17,Bolivia,0,0.0,0.0,0.0
380,2016-08-18,Bolivia,0,0.0,0.0,0.0
381,2016-08-19,Bolivia,0,0.0,0.0,0.0
382,2016-08-20,Bolivia,0,0.0,0.0,0.0
383,2016-08-21,Bolivia,0,0.0,0.0,0.0
384,2016-08-06,Bosnia and Herzegovina,0.0,0.0,0.0,0.0
385,2016-08-07,Bosnia and Herzegovina,0,0.0,0.0,0.0
386,2016-08-08,Bosnia and Herzegovina,0,0.0,0.0,0.0
387,2016-08-09,Bosnia and Herzegovina,0,0.0,0.0,0.0
388,2016-08-10,Bosnia and Herzegovina,0,0.0,0.0,0.0
389,2016-08-11,Bosnia and Herzegovina,0,0.0,0.0,0.0
390,2016-08-12,Bosnia and Herzegovina,0,0.0,0.0,0.0
391,2016-08-13,Bosnia and Herzegovina,0,0.0,0.0,0.0
392,2016-08-14,Bosnia and Herzegovina,0,0.0,0.0,0.0
393,2016-08-15,Bosnia and Herzegovina,0,0.0,0.0,0.0
394,2016-08-16,Bosnia and Herzegovina,0,0.0,0.0,0.0
395,2016-08-17,Bosnia and Herzegovina,0,0.0,0.0,0.0
396,2016-08-18,Bosnia and Herzegovina,0,0.0,0.0,0.0
397,2016-08-19,Bosnia and Herzegovina,0,0.0,0.0,0.0
398,2016-08-20,Bosnia and Herzegovina,0,0.0,0.0,0.0
399,2016-08-21,Bosnia and Herzegovina,0,0.0,0.0,0.0
400,2016-08-06,Botswana,0.0,0.0,0.0,0.0
401,2016-08-07,Botswana,0,0.0,0.0,0.0
402,2016-08-08,Botswana,0,0.0,0.0,0.0
403,2016-08-09,Botswana,0,0.0,0.0,0.0
404,2016-08-10,Botswana,0,0.0,0.0,0.0
405,2016-08-11,Botswana,0,0.0,0.0,0.0
406,2016-08-12,Botswana,0,0.0,0.0,0.0
407,2016-08-13,Botswana,0,0.0,0.0,0.0
408,2016-08-14,Botswana,0,0.0,0.0,0.0
409,2016-08-15,Botswana,0,0.0,0.0,0.0
410,2016-08-16,Botswana,0,0.0,0.0,0.0
411,2016-08-17,Botswana,0,0.0,0.0,0.0
412,2016-08-18,Botswana,0,0.0,0.0,0.0
413,2016-08-19,Botswana,0,0.0,0.0,0.0
414,2016-08-20,Botswana,0,0.0,0.0,0.0
415,2016-08-21,Botswana,0,0.0,0.0,0.0
416,2016-08-06,Brazil,0.0,1.0,0.0,1.0
417,2016-08-07,Brazil,0,1.0,0.0,1.0
418,2016-08-08,Brazil,1,1.0,0.0,2.0
419,2016-08-09,Brazil,1,1.0,0.0,2.0
420,2016-08-10,Brazil,1,1.0,0.0,2.0
421,2016-08-11,Brazil,1,1.0,1.0,3.0
422,2016-08-12,Brazil,1,1.0,2.0,4.0
423,2016-08-13,Brazil,1,1.0,2.0,4.0
424,2016-08-14,Brazil,1,2.0,3.0,6.0
425,2016-08-15,Brazil,1,3.0,4.0,8.0
426,2016-08-16,Brazil,3,4.0,4.0,11.0
427,2016-08-17,Brazil,3,4.0,4.0,11.0
428,2016-08-18,Brazil,4,5.0,5.0,14.0
429,2016-08-19,Brazil,5,5.0,5.0,15.0
430,2016-08-20,Brazil,6,6.0,6.0,18.0
431,2016-08-21,Brazil,7,6.0,6.0,19.0
432,2016-08-06,British Virgin Islands,0.0,0.0,0.0,0.0
433,2016-08-07,British Virgin Islands,0,0.0,0.0,0.0
434,2016-08-08,British Virgin Islands,0,0.0,0.0,0.0
435,2016-08-09,British Virgin Islands,0,0.0,0.0,0.0
436,2016-08-10,British Virgin Islands,0,0.0,0.0,0.0
437,2016-08-11,British Virgin Islands,0,0.0,0.0,0.0
438,2016-08-12,British Virgin Islands,0,0.0,0.0,0.0
439,2016-08-13,British Virgin Islands,0,0.0,0.0,0.0
440,2016-08-14,British Virgin Islands,0,0.0,0.0,0.0
441,2016-08-15,British Virgin Islands,0,0.0,0.0,0.0
442,2016-08-16,British Virgin Islands,0,0.0,0.0,0.0
443,2016-08-17,British Virgin Islands,0,0.0,0.0,0.0
444,2016-08-18,British Virgin Islands,0,0.0,0.0,0.0
445,2016-08-19,British Virgin Islands,0,0.0,0.0,0.0
446,2016-08-20,British Virgin Islands,0,0.0,0.0,0.0
447,2016-08-21,British Virgin Islands,0,0.0,0.0,0.0
448,2016-08-06,Brunei,0.0,0.0,0.0,0.0
449,2016-08-07,Brunei,0,0.0,0.0,0.0
450,2016-08-08,Brunei,0,0.0,0.0,0.0
451,2016-08-09,Brunei,0,0.0,0.0,0.0
452,2016-08-10,Brunei,0,0.0,0.0,0.0
453,2016-08-11,Brunei,0,0.0,0.0,0.0
454,2016-08-12,Brunei,0,0.0,0.0,0.0
455,2016-08-13,Brunei,0,0.0,0.0,0.0
456,2016-08-14,Brunei,0,0.0,0.0,0.0
457,2016-08-15,Brunei,0,0.0,0.0,0.0
458,2016-08-16,Brunei,0,0.0,0.0,0.0
459,2016-08-17,Brunei,0,0.0,0.0,0.0
460,2016-08-18,Brunei,0,0.0,0.0,0.0
461,2016-08-19,Brunei,0,0.0,0.0,0.0
462,2016-08-20,Brunei,0,0.0,0.0,0.0
463,2016-08-21,Brunei,0,0.0,0.0,0.0
464,2016-08-06,Bulgaria,0.0,0.0,0.0,0.0
465,2016-08-07,Bulgaria,0,0.0,0.0,0.0
466,2016-08-08,Bulgaria,0,0.0,0.0,0.0
467,2016-08-09,Bulgaria,0,0.0,0.0,0.0
468,2016-08-10,Bulgaria,0,0.0,0.0,0.0
469,2016-08-11,Bulgaria,0,0.0,0.0,0.0
470,2016-08-12,Bulgaria,0,0.0,0.0,0.0
471,2016-08-13,Bulgaria,0,0.0,0.0,0.0
472,2016-08-14,Bulgaria,0,0.0,0.0,0.0
473,2016-08-15,Bulgaria,0,0.0,0.0,0.0
474,2016-08-16,Bulgaria,0,0.0,0.0,0.0
475,2016-08-17,Bulgaria,0,0.0,1.0,1.0
476,2016-08-18,Bulgaria,0,0.0,1.0,1.0
477,2016-08-19,Bulgaria,0,0.0,1.0,1.0
478,2016-08-20,Bulgaria,0,1.0,1.0,2.0
479,2016-08-21,Bulgaria,0,1.0,2.0,3.0
480,2016-08-06,Burkina Faso,0.0,0.0,0.0,0.0
